gene_id,wt_4_0h_rep1,wt_4_0h_rep2,wt_4_0h_rep3,wt_4_12h_rep1,wt_4_12h_rep2,wt_4_12h_rep3,zmice1_1_4_0h_rep1,zmice1_1_4_0h_rep2,zmice1_1_4_0h_rep3,zmice1_1_4_12h_rep1,zmice1_1_4_12h_rep2,zmice1_1_4_12h_rep3
Zm00001eb291780,0,0,0,0,0,0,0,0,0,0,0,5
Zm00001eb291790,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb291830,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb291840,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb291850,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb291880,0,0,0,0,0,0,5,0,0,0,0,0
Zm00001eb292000,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292080,8,6,14,0,4,0,5,6,3,0,0,4
Zm00001eb292090,8,6,0,0,4,0,5,2,3,0,0,4
Zm00001eb292120,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292130,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292140,0,0,0,0,0,0,0,4,0,0,0,0
Zm00001eb292150,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292160,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292170,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292180,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292190,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292210,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292220,0,2,0,5,0,3,4,4,0,0,0,0
Zm00001eb292280,0,0,0,14,4,0,0,0,0,0,0,0
Zm00001eb292300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292470,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292550,0,0,4,0,0,0,0,0,0,0,0,2
Zm00001eb292580,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292610,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292790,0,0,0,0,0,0,9,0,0,0,0,0
Zm00001eb292810,0,0,0,0,0,0,0,0,20,0,4,0
Zm00001eb292820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292870,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292880,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292890,0,0,0,0,0,0,14,24,0,0,0,0
Zm00001eb292910,4,0,2,4,0,0,9,3,5,0,0,0
Zm00001eb292940,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb292970,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293040,0,0,0,0,0,0,5,0,0,0,0,0
Zm00001eb293050,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293090,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293100,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293200,0,0,0,0,0,0,0,0,13,0,0,0
Zm00001eb293210,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293230,0,0,0,0,1,0,0,0,0,0,0,3
Zm00001eb293250,16,14,5,7,5,0,12,22,41,0,0,9
Zm00001eb293380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293390,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293630,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293650,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293700,0,0,0,17,9,0,0,0,0,0,0,4
Zm00001eb293950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293960,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb293990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294020,18,0,16,12,8,0,0,20,0,0,7,11
Zm00001eb294060,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294090,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294320,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294510,0,0,0,2,0,0,2,0,2,0,0,2
Zm00001eb294540,0,0,12,0,0,0,0,0,0,0,0,0
Zm00001eb294670,0,0,0,0,0,0,0,5,0,0,0,5
Zm00001eb294710,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294730,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294770,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb294950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295160,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295190,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295200,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295210,0,0,0,0,0,0,6,6,2,0,7,0
Zm00001eb295230,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295260,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295280,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295290,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295340,4,4,0,0,6,0,11,5,11,0,3,3
Zm00001eb295400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295410,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295420,0,0,0,8,0,0,3,0,0,0,5,0
Zm00001eb295430,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295560,4,12,3,22,43,36,0,6,0,0,0,12
Zm00001eb295570,4,3,0,0,0,0,0,0,0,0,0,8
Zm00001eb295620,0,2,2,0,0,0,3,0,0,0,0,0
Zm00001eb295640,0,0,0,0,0,4,12,16,4,0,0,4
Zm00001eb295680,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295720,0,0,0,0,0,6,0,0,0,0,0,0
Zm00001eb295780,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295920,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb295930,0,0,0,0,0,0,2,0,0,0,0,0
Zm00001eb296030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296130,5,0,5,0,0,0,4,0,4,0,0,0
Zm00001eb296240,0,0,0,0,1,1,0,1,0,0,0,0
Zm00001eb296260,0,3,0,0,0,8,0,0,0,0,0,0
Zm00001eb296360,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296370,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296440,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296450,0,4,8,0,0,4,0,0,0,0,0,0
Zm00001eb296490,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296500,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296770,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296780,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296800,0,3,0,0,0,0,0,0,0,0,3,0
Zm00001eb296810,0,1,0,0,5,6,6,0,2,0,0,9
Zm00001eb296860,0,0,0,0,7,0,0,0,0,0,0,0
Zm00001eb296890,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296900,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296910,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296930,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296940,0,0,0,0,3,0,2,2,2,0,3,5
Zm00001eb296960,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296970,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb296980,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297360,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297370,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297470,0,0,0,0,0,0,0,0,4,0,4,8
Zm00001eb297480,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297520,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297630,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297710,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297790,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297800,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297810,8,38,35,9,12,4,7,4,12,0,0,0
Zm00001eb297820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297830,14,3,0,0,10,0,10,19,11,0,0,11
Zm00001eb297930,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb297940,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298060,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298110,1,1,0,0,1,0,0,0,2,0,0,0
Zm00001eb298120,13,4,4,7,15,4,12,13,5,0,8,7
Zm00001eb298170,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298200,0,3,0,0,0,0,0,0,0,0,0,0
Zm00001eb298210,0,0,0,0,4,0,4,0,0,0,0,4
Zm00001eb298220,15,4,0,0,0,6,0,0,0,0,0,4
Zm00001eb298230,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298240,0,3,4,12,4,4,0,0,0,0,0,8
Zm00001eb298260,4,0,2,0,0,4,0,0,0,0,0,0
Zm00001eb298500,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298520,0,0,0,0,9,0,0,0,0,0,0,0
Zm00001eb298530,0,1,0,0,4,0,0,0,3,0,0,3
Zm00001eb298540,0,7,4,0,17,0,0,10,0,0,0,0
Zm00001eb298630,0,0,0,0,0,0,0,0,0,0,0,4
Zm00001eb298640,0,0,1,0,0,0,13,0,2,0,0,0
Zm00001eb298680,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298690,0,0,0,0,0,0,0,0,0,0,0,4
Zm00001eb298740,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298750,5,7,2,0,0,0,0,0,0,0,0,0
Zm00001eb298760,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298770,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298790,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb298800,0,0,0,0,4,0,0,0,5,0,0,0
Zm00001eb298930,0,0,5,3,4,6,1,0,1,0,3,0
Zm00001eb298970,0,4,4,0,0,7,7,7,0,0,0,3
Zm00001eb299030,0,3,0,0,0,0,0,0,0,0,0,0
Zm00001eb299050,4,0,0,0,0,0,9,0,13,0,7,0
Zm00001eb299060,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299110,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299120,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299150,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299160,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299170,0,0,0,0,0,0,4,0,60,0,12,0
Zm00001eb299210,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299220,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299260,0,0,0,0,0,0,0,0,7,0,0,0
Zm00001eb299350,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299360,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299410,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299420,0,0,0,0,0,0,0,0,0,0,3,0
Zm00001eb299430,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299440,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299460,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299490,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299560,0,0,8,0,5,0,8,0,0,0,0,0
Zm00001eb299660,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299690,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299700,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299710,0,0,0,4,0,1,0,0,0,0,0,0
Zm00001eb299730,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299740,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299770,24,31,15,14,28,29,27,21,11,0,4,23
Zm00001eb299780,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299800,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb299810,0,0,0,0,0,0,0,0,1,0,0,0
Zm00001eb299850,0,0,0,0,4,0,2,0,0,0,0,0
Zm00001eb299880,9,0,0,0,5,0,0,0,0,0,0,0
Zm00001eb299890,0,0,0,24,22,10,3,3,0,0,6,9
Zm00001eb300020,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300050,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300110,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300190,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300200,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300210,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300230,0,0,0,0,0,0,1,0,0,0,0,0
Zm00001eb300370,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300380,0,0,4,0,0,0,0,0,0,0,0,0
Zm00001eb300390,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300420,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300430,0,1,0,0,0,0,0,5,3,0,0,2
Zm00001eb300440,3,3,0,0,2,1,1,0,0,0,3,0
Zm00001eb300450,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300470,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300520,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300530,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300540,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300610,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300640,4,0,0,0,8,6,11,0,0,0,14,16
Zm00001eb300790,0,0,0,0,0,4,0,0,0,0,0,0
Zm00001eb300800,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300810,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300830,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb300840,0,0,0,8,6,12,0,0,0,0,0,9
Zm00001eb300850,2,0,0,0,4,0,0,0,7,0,0,0
Zm00001eb300980,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301080,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301100,36,79,51,42,26,22,16,29,40,0,9,0
Zm00001eb301110,0,0,0,0,0,0,2,0,3,0,0,0
Zm00001eb301180,0,0,3,0,0,0,9,3,4,0,4,0
Zm00001eb301270,0,0,0,0,0,0,8,0,0,0,0,0
Zm00001eb301290,4,30,0,17,11,7,18,8,4,0,8,15
Zm00001eb301340,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301350,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301360,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301410,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301530,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301550,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301560,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301570,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301600,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301650,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301660,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301670,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301700,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301740,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301760,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301860,4,0,0,2,0,5,0,7,2,0,0,0
Zm00001eb301950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301960,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb301970,0,0,0,0,0,0,3,0,0,0,0,0
Zm00001eb301980,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302000,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302020,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302040,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302050,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302060,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302080,0,0,0,0,0,0,0,0,0,0,4,0
Zm00001eb302090,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302100,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302110,0,0,0,0,0,0,0,0,2,0,0,0
Zm00001eb302120,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302130,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302150,0,0,0,0,0,0,0,0,4,0,0,0
Zm00001eb302320,4,4,0,8,14,20,16,0,0,0,11,32
Zm00001eb302340,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302410,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302420,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302430,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302440,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302450,0,0,0,0,0,0,0,0,4,0,0,0
Zm00001eb302460,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302490,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302500,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302540,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302600,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302610,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302710,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302740,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302750,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302770,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302780,0,0,0,0,0,0,0,0,3,0,0,0
Zm00001eb302820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb302970,0,0,0,0,3,2,5,0,3,0,0,0
Zm00001eb302990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303000,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303020,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303050,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303100,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303130,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303150,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303160,0,0,0,0,0,0,5,4,0,0,0,0
Zm00001eb303170,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303180,0,0,0,0,0,0,0,0,3,0,0,0
Zm00001eb303250,0,0,0,0,0,4,0,0,0,0,8,0
Zm00001eb303260,0,0,0,0,0,0,18,0,0,0,0,8
Zm00001eb303270,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303310,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303320,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303330,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303340,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303410,0,0,0,0,5,0,4,10,4,0,4,12
Zm00001eb303440,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303550,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303650,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303660,0,0,0,0,0,0,0,0,3,0,0,0
Zm00001eb303670,4,0,0,0,0,0,2,3,4,0,3,0
Zm00001eb303750,71,75,45,4,33,15,106,83,30,0,19,16
Zm00001eb303870,0,0,0,0,0,0,0,0,5,0,0,0
Zm00001eb303880,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303890,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303900,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303960,0,4,0,0,4,0,4,0,0,0,0,0
Zm00001eb303970,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb303980,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304060,10,6,22,7,19,4,43,50,68,0,16,11
Zm00001eb304120,0,0,0,0,0,0,36,12,0,0,0,10
Zm00001eb304140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304150,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304180,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304190,0,0,0,0,0,0,5,0,0,0,0,8
Zm00001eb304300,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304330,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304340,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304350,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304370,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304380,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304390,0,0,0,0,0,0,0,0,4,0,0,0
Zm00001eb304400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304440,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304570,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304610,55,51,66,28,33,39,24,4,4,0,12,3
Zm00001eb304640,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304660,10,0,0,0,0,0,3,0,7,0,0,0
Zm00001eb304700,0,0,0,0,0,2,0,0,4,0,0,0
Zm00001eb304730,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304760,0,13,13,11,24,15,8,28,5,0,0,12
Zm00001eb304790,14,0,0,0,0,0,0,0,5,0,0,7
Zm00001eb304800,0,0,0,0,0,0,0,0,0,0,0,1
Zm00001eb304810,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304880,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304910,0,0,0,8,4,8,14,17,41,0,19,23
Zm00001eb304940,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb304950,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305000,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305030,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305040,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305050,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305070,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305080,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305090,3,0,0,3,8,4,0,0,0,0,0,3
Zm00001eb305100,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305110,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305130,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305140,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305150,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305160,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305210,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305220,0,0,0,0,0,0,3,0,0,0,0,0
Zm00001eb305270,1,1,0,0,1,0,0,4,12,0,4,1
Zm00001eb305280,0,0,0,0,0,0,8,3,0,0,0,4
Zm00001eb305340,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305400,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305450,0,6,5,0,0,0,4,0,5,0,0,0
Zm00001eb305480,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305510,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305520,0,0,0,0,0,0,0,3,0,0,0,0
Zm00001eb305530,0,0,0,0,7,0,0,2,0,0,0,3
Zm00001eb305610,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305630,16,34,7,0,17,0,22,6,22,0,0,0
Zm00001eb305650,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305670,4,4,8,9,19,0,24,46,22,0,15,12
Zm00001eb305690,0,0,5,0,0,0,5,0,0,0,0,0
Zm00001eb305720,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305740,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305770,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305780,0,0,0,0,7,0,0,0,0,0,0,0
Zm00001eb305790,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305800,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305820,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305830,0,0,0,3,0,0,0,0,0,0,0,0
Zm00001eb305890,0,0,0,0,0,0,0,0,0,0,0,4
Zm00001eb305900,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305910,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305920,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb305970,0,0,3,0,3,0,4,0,5,0,0,3
Zm00001eb305990,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306080,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306120,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306150,0,0,0,0,0,0,0,0,0,0,0,4
Zm00001eb306170,0,0,0,0,3,0,0,0,0,0,0,0
Zm00001eb306180,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306190,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306230,7,0,0,5,9,8,0,8,9,0,0,0
Zm00001eb306240,0,0,0,0,0,0,0,0,0,0,0,0
Zm00001eb306300,0,0,0,0,0,0,0,0,11,0,0,0
